0.00000000e+00	1	2.38089433e-05	-7.02094626e-01	-1.09024693e+00	1.09708079e-01
0.00000000e+00	2	1.32055821e-05	8.64894054e-02	1.38197912e+00	-1.16555969e-01
0.00000000e+00	3	1.62670301e-05	-1.99284615e+00	6.11758250e-02	1.81389741e-01
0.00000000e+00	4	3.10900362e-05	1.45163625e+00	-9.69005913e-01	-1.13567075e-01
0.00000000e+00	5	1.73375718e-05	1.25144374e+00	-1.15442363e+00	1.26027756e-01
0.00000000e+00	6	3.04585184e-05	-1.16099630e+00	-3.72226167e-01	-7.32554218e-02
0.00000000e+00	7	1.55747410e-05	1.66163140e+00	6.94823694e-01	-1.25794417e-01
0.00000000e+00	8	8.72370951e-06	1.49208049e+00	1.01109691e+00	-1.71080386e-02
0.00000000e+00	9	2.42254932e-05	1.17845149e+00	2.78459654e-01	1.01645889e-01
0.00000000e+00	10	7.36811798e-06	-1.52332437e+00	-1.20484567e+00	-8.69606378e-02
5.00000000e-03	1	2.38089433e-05	-6.98399119e-01	-1.09261801e+00	1.09707457e-01
5.00000000e-03	2	1.32055821e-05	8.22482309e-02	1.38223809e+00	-1.16555426e-01
5.00000000e-03	3	1.62670301e-05	-1.99295169e+00	5.76363569e-02	1.81389459e-01
5.00000000e-03	4	3.10900362e-05	1.45373410e+00	-9.65855854e-01	-1.13566808e-01
5.00000000e-03	5	1.73375718e-05	1.25403878e+00	-1.15160418e+00	1.26027437e-01
5.00000000e-03	6	3.04585184e-05	-1.15960585e+00	-3.76535651e-01	-7.32549192e-02
5.00000000e-03	7	1.55747410e-05	1.66019055e+00	6.98259491e-01	-1.25794149e-01
5.00000000e-03	8	8.72370951e-06	1.48998807e+00	1.01417785e+00	-1.71080025e-02
5.00000000e-03	9	2.42254932e-05	1.17739841e+00	2.82879679e-01	1.01645180e-01
5.00000000e-03	10	7.36811798e-06	-1.52109612e+00	-1.20765759e+00	-8.69604898e-02
1.67633472e-02	1	2.38089433e-05	-6.89673708e-01	-1.09814740e+00	1.09701084e-01
1.67633472e-02	2	1.32055821e-05	7.22672316e-02	1.38279655e+00	-1.16549865e-01
1.67633472e-02	3	1.62670301e-05	-1.99317551e+00	4.93084566e-02	1.81386564e-01
1.67633472e-02	4	3.10900362e-05	1.45864282e+00	-9.58427038e-01	-1.13564080e-01
1.67633472e-02	5	1.73375718e-05	1.26011921e+00	-1.14494815e+00	1.26024175e-01
1.67633472e-02	6	3.04585184e-05	-1.15627192e+00	-3.86653857e-01	-7.32497717e-02
1.67633472e-02	7	1.55747410e-05	1.65677289e+00	7.06331065e-01	-1.25791408e-01
1.67633472e-02	8	8.72370951e-06	1.48504021e+00	1.02140918e+00	-1.71076320e-02
1.67633472e-02	9	2.42254932e-05	1.17485619e+00	2.93262797e-01	1.01637927e-01
1.67633472e-02	10	7.36811798e-06	-1.51583339e+00	-1.21425687e+00	-8.69589738e-02
4.72603216e-02	1	2.38089433e-05	-6.66852856e-01	-1.11216036e+00	1.09652484e-01
4.72603216e-02	2	1.32055821e-05	4.63752098e-02	1.38391220e+00	-1.16507458e-01
4.72603216e-02	3	1.62670301e-05	-1.99359568e+00	2.77143311e-02	1.81364486e-01
4.72603216e-02	4	3.10900362e-05	1.47119283e+00	-9.39052584e-01	-1.13543273e-01
4.72603216e-02	5	1.73375718e-05	1.27571942e+00	-1.12754421e+00	1.25999297e-01
